time(s)	cellId	rnti	lcid	packetSize
0.417322	2	1	4	1030
0.417362	2	1	4	1030
0.417402	2	1	4	1030
0.417442	2	1	4	1030
0.417482	2	1	4	1030
0.417522	2	1	4	1030
0.417562	2	1	4	1030
0.417602	2	1	4	1030
0.417642	2	1	4	1030
0.417682	2	1	4	1030
0.417722	2	1	4	1030
0.417762	2	1	4	1030
0.417802	2	1	4	1030
0.417842	2	1	4	1030
0.417882	2	1	4	1030
0.417922	2	1	4	1030
0.417962	2	1	4	1030
0.418002	2	1	4	1030
0.418042	2	1	4	1030
0.418082	2	1	4	1030
0.418122	2	1	4	1030
0.418162	2	1	4	1030
0.418202	2	1	4	1030
0.418242	2	1	4	1030
0.418282	2	1	4	1030
0.418322	2	1	4	1030
0.418362	2	1	4	1030
0.418402	2	1	4	1030
0.418442	2	1	4	1030
0.418482	2	1	4	1030
0.418522	2	1	4	1030
0.418562	2	1	4	1030
0.418602	2	1	4	1030
0.418642	2	1	4	1030
0.418682	2	1	4	1030
0.418722	2	1	4	1030
0.418762	2	1	4	1030
0.418802	2	1	4	1030
0.418842	2	1	4	1030
0.418882	2	1	4	1030
0.418922	2	1	4	1030
0.418962	2	1	4	1030
0.419002	2	1	4	1030
0.419042	2	1	4	1030
0.419082	2	1	4	1030
0.419122	2	1	4	1030
0.419162	2	1	4	1030
0.419202	2	1	4	1030
0.419242	2	1	4	1030
0.419282	2	1	4	1030
0.419322	2	1	4	1030
0.419362	2	1	4	1030
0.419402	2	1	4	1030
0.419442	2	1	4	1030
0.419482	2	1	4	1030
0.419522	2	1	4	1030
0.419562	2	1	4	1030
0.419602	2	1	4	1030
0.419642	2	1	4	1030
0.419682	2	1	4	1030
0.419722	2	1	4	1030
0.419762	2	1	4	1030
0.419802	2	1	4	1030
0.419842	2	1	4	1030
0.419882	2	1	4	1030
0.419922	2	1	4	1030
0.419962	2	1	4	1030
0.420002	2	1	4	1030
0.420042	2	1	4	1030
0.420082	2	1	4	1030
0.420122	2	1	4	1030
0.420162	2	1	4	1030
0.420202	2	1	4	1030
0.420242	2	1	4	1030
0.420282	2	1	4	1030
0.420322	2	1	4	1030
0.420362	2	1	4	1030
0.420402	2	1	4	1030
0.420442	2	1	4	1030
0.420482	2	1	4	1030
0.420522	2	1	4	1030
0.420562	2	1	4	1030
0.420602	2	1	4	1030
0.420642	2	1	4	1030
0.420682	2	1	4	1030
0.420722	2	1	4	1030
0.420762	2	1	4	1030
0.420802	2	1	4	1030
0.420842	2	1	4	1030
0.420882	2	1	4	1030
0.420922	2	1	4	1030
0.420962	2	1	4	1030
0.421002	2	1	4	1030
0.421042	2	1	4	1030
0.421082	2	1	4	1030
0.421122	2	1	4	1030
0.421162	2	1	4	1030
0.421202	2	1	4	1030
0.421242	2	1	4	1030
0.421282	2	1	4	1030
0.421322	2	1	4	1030
0.421362	2	1	4	1030
0.421402	2	1	4	1030
0.421442	2	1	4	1030
0.421482	2	1	4	1030
0.421522	2	1	4	1030
0.421562	2	1	4	1030
0.421602	2	1	4	1030
0.421642	2	1	4	1030
0.421682	2	1	4	1030
0.421722	2	1	4	1030
0.421762	2	1	4	1030
0.421802	2	1	4	1030
0.421842	2	1	4	1030
0.421882	2	1	4	1030
0.421922	2	1	4	1030
0.421962	2	1	4	1030
0.422002	2	1	4	1030
0.422042	2	1	4	1030
0.422082	2	1	4	1030
0.422122	2	1	4	1030
0.422162	2	1	4	1030
0.422202	2	1	4	1030
0.422242	2	1	4	1030
0.422282	2	1	4	1030
0.422322	2	1	4	1030
0.422362	2	1	4	1030
0.422402	2	1	4	1030
0.422442	2	1	4	1030
0.422482	2	1	4	1030
0.422522	2	1	4	1030
0.422562	2	1	4	1030
0.422602	2	1	4	1030
0.422642	2	1	4	1030
0.422682	2	1	4	1030
0.422722	2	1	4	1030
0.422762	2	1	4	1030
0.422802	2	1	4	1030
0.422842	2	1	4	1030
0.422882	2	1	4	1030
0.422922	2	1	4	1030
0.422962	2	1	4	1030
0.423002	2	1	4	1030
0.423042	2	1	4	1030
0.423082	2	1	4	1030
0.423122	2	1	4	1030
0.423162	2	1	4	1030
0.423202	2	1	4	1030
0.423242	2	1	4	1030
0.423282	2	1	4	1030
0.423322	2	1	4	1030
0.423362	2	1	4	1030
0.423402	2	1	4	1030
0.423442	2	1	4	1030
0.423482	2	1	4	1030
0.423522	2	1	4	1030
0.423562	2	1	4	1030
0.423602	2	1	4	1030
0.423642	2	1	4	1030
0.423682	2	1	4	1030
0.423722	2	1	4	1030
0.423762	2	1	4	1030
0.423802	2	1	4	1030
0.423842	2	1	4	1030
0.423882	2	1	4	1030
0.423922	2	1	4	1030
0.423962	2	1	4	1030
0.424002	2	1	4	1030
0.424042	2	1	4	1030
0.424082	2	1	4	1030
0.424122	2	1	4	1030
0.424162	2	1	4	1030
0.424202	2	1	4	1030
0.424242	2	1	4	1030
0.424282	2	1	4	1030
0.424322	2	1	4	1030
0.424362	2	1	4	1030
0.424402	2	1	4	1030
0.424442	2	1	4	1030
0.424482	2	1	4	1030
0.424522	2	1	4	1030
0.424562	2	1	4	1030
0.424602	2	1	4	1030
0.424642	2	1	4	1030
0.424682	2	1	4	1030
0.424722	2	1	4	1030
0.424762	2	1	4	1030
0.424802	2	1	4	1030
0.424842	2	1	4	1030
0.424882	2	1	4	1030
0.424922	2	1	4	1030
0.424962	2	1	4	1030
0.425002	2	1	4	1030
0.425042	2	1	4	1030
0.425082	2	1	4	1030
0.425122	2	1	4	1030
0.425162	2	1	4	1030
0.425202	2	1	4	1030
0.425242	2	1	4	1030
0.425282	2	1	4	1030
0.425322	2	1	4	1030
0.425362	2	1	4	1030
0.425402	2	1	4	1030
0.425442	2	1	4	1030
0.425482	2	1	4	1030
0.425522	2	1	4	1030
0.425562	2	1	4	1030
0.425602	2	1	4	1030
0.425642	2	1	4	1030
0.425682	2	1	4	1030
0.425722	2	1	4	1030
0.425762	2	1	4	1030
0.425802	2	1	4	1030
0.425842	2	1	4	1030
0.425882	2	1	4	1030
0.425922	2	1	4	1030
0.425962	2	1	4	1030
0.426002	2	1	4	1030
0.426042	2	1	4	1030
0.426082	2	1	4	1030
0.426122	2	1	4	1030
0.426162	2	1	4	1030
0.426202	2	1	4	1030
0.426242	2	1	4	1030
0.426282	2	1	4	1030
0.426322	2	1	4	1030
0.426362	2	1	4	1030
0.426402	2	1	4	1030
0.426442	2	1	4	1030
0.426482	2	1	4	1030
0.426522	2	1	4	1030
0.426562	2	1	4	1030
0.426602	2	1	4	1030
0.426642	2	1	4	1030
0.426682	2	1	4	1030
0.426722	2	1	4	1030
0.426762	2	1	4	1030
0.426802	2	1	4	1030
0.426842	2	1	4	1030
0.426882	2	1	4	1030
0.426922	2	1	4	1030
0.426962	2	1	4	1030
0.427002	2	1	4	1030
0.427042	2	1	4	1030
0.427082	2	1	4	1030
0.427122	2	1	4	1030
0.427162	2	1	4	1030
0.427202	2	1	4	1030
0.427242	2	1	4	1030
0.427282	2	1	4	1030
0.427322	2	1	4	1030
0.427362	2	1	4	1030
0.427402	2	1	4	1030
0.427442	2	1	4	1030
0.427482	2	1	4	1030
0.427522	2	1	4	1030
0.427562	2	1	4	1030
0.427602	2	1	4	1030
0.427642	2	1	4	1030
0.427682	2	1	4	1030
0.427722	2	1	4	1030
0.427762	2	1	4	1030
0.427802	2	1	4	1030
0.427842	2	1	4	1030
0.427882	2	1	4	1030
0.427922	2	1	4	1030
0.427962	2	1	4	1030
0.428002	2	1	4	1030
0.428042	2	1	4	1030
0.428082	2	1	4	1030
0.428122	2	1	4	1030
0.428162	2	1	4	1030
0.428202	2	1	4	1030
0.428242	2	1	4	1030
0.428282	2	1	4	1030
0.428322	2	1	4	1030
0.428362	2	1	4	1030
0.428402	2	1	4	1030
0.428442	2	1	4	1030
0.428482	2	1	4	1030
0.428522	2	1	4	1030
0.428562	2	1	4	1030
0.428602	2	1	4	1030
0.428642	2	1	4	1030
0.428682	2	1	4	1030
0.428722	2	1	4	1030
0.428762	2	1	4	1030
0.428802	2	1	4	1030
0.428842	2	1	4	1030
0.428882	2	1	4	1030
0.428922	2	1	4	1030
0.428962	2	1	4	1030
0.429002	2	1	4	1030
0.429042	2	1	4	1030
0.429082	2	1	4	1030
0.429122	2	1	4	1030
0.429162	2	1	4	1030
0.429202	2	1	4	1030
0.429242	2	1	4	1030
0.429282	2	1	4	1030
0.429322	2	1	4	1030
0.429362	2	1	4	1030
0.429402	2	1	4	1030
0.429442	2	1	4	1030
0.429482	2	1	4	1030
0.429522	2	1	4	1030
0.429562	2	1	4	1030
0.429602	2	1	4	1030
0.429642	2	1	4	1030
0.429682	2	1	4	1030
0.429722	2	1	4	1030
0.429762	2	1	4	1030
0.429802	2	1	4	1030
0.429842	2	1	4	1030
0.429882	2	1	4	1030
0.429922	2	1	4	1030
0.429962	2	1	4	1030
0.430002	2	1	4	1030
0.430042	2	1	4	1030
0.430082	2	1	4	1030
0.430122	2	1	4	1030
0.430162	2	1	4	1030
0.430202	2	1	4	1030
0.430242	2	1	4	1030
0.430282	2	1	4	1030
0.430322	2	1	4	1030
0.430362	2	1	4	1030
0.430402	2	1	4	1030
0.430442	2	1	4	1030
0.430482	2	1	4	1030
0.430522	2	1	4	1030
0.430562	2	1	4	1030
0.430602	2	1	4	1030
0.430642	2	1	4	1030
0.430682	2	1	4	1030
0.430722	2	1	4	1030
0.430762	2	1	4	1030
0.430802	2	1	4	1030
0.430842	2	1	4	1030
0.430882	2	1	4	1030
0.430922	2	1	4	1030
0.430962	2	1	4	1030
0.431002	2	1	4	1030
0.431042	2	1	4	1030
0.431082	2	1	4	1030
0.431122	2	1	4	1030
0.431162	2	1	4	1030
0.431202	2	1	4	1030
0.431242	2	1	4	1030
0.431282	2	1	4	1030
0.431322	2	1	4	1030
0.431362	2	1	4	1030
0.431402	2	1	4	1030
0.431442	2	1	4	1030
0.431482	2	1	4	1030
0.431522	2	1	4	1030
0.431562	2	1	4	1030
0.431602	2	1	4	1030
0.431642	2	1	4	1030
0.431682	2	1	4	1030
0.431722	2	1	4	1030
0.431762	2	1	4	1030
0.431802	2	1	4	1030
0.431842	2	1	4	1030
0.431882	2	1	4	1030
0.431922	2	1	4	1030
0.431962	2	1	4	1030
0.432002	2	1	4	1030
0.432042	2	1	4	1030
0.432082	2	1	4	1030
0.432122	2	1	4	1030
0.432162	2	1	4	1030
0.432202	2	1	4	1030
0.432242	2	1	4	1030
0.432282	2	1	4	1030
0.432322	2	1	4	1030
0.432362	2	1	4	1030
0.432402	2	1	4	1030
0.432442	2	1	4	1030
0.432482	2	1	4	1030
0.432522	2	1	4	1030
0.432562	2	1	4	1030
0.432602	2	1	4	1030
0.432642	2	1	4	1030
0.432682	2	1	4	1030
0.432722	2	1	4	1030
0.432762	2	1	4	1030
0.432802	2	1	4	1030
0.432842	2	1	4	1030
0.432882	2	1	4	1030
0.432922	2	1	4	1030
0.432962	2	1	4	1030
0.433002	2	1	4	1030
0.433042	2	1	4	1030
0.433082	2	1	4	1030
0.433122	2	1	4	1030
0.433162	2	1	4	1030
0.433202	2	1	4	1030
0.433242	2	1	4	1030
0.433282	2	1	4	1030
0.433322	2	1	4	1030
0.433362	2	1	4	1030
0.433402	2	1	4	1030
0.433442	2	1	4	1030
0.433482	2	1	4	1030
0.433522	2	1	4	1030
0.433562	2	1	4	1030
0.433602	2	1	4	1030
0.433642	2	1	4	1030
0.433682	2	1	4	1030
0.433722	2	1	4	1030
0.433762	2	1	4	1030
0.433802	2	1	4	1030
0.433842	2	1	4	1030
0.433882	2	1	4	1030
0.433922	2	1	4	1030
0.433962	2	1	4	1030
0.434002	2	1	4	1030
0.434042	2	1	4	1030
0.434082	2	1	4	1030
0.434122	2	1	4	1030
0.434162	2	1	4	1030
0.434202	2	1	4	1030
0.434242	2	1	4	1030
0.434282	2	1	4	1030
0.434322	2	1	4	1030
0.434362	2	1	4	1030
0.434402	2	1	4	1030
0.434442	2	1	4	1030
0.434482	2	1	4	1030
0.434522	2	1	4	1030
0.434562	2	1	4	1030
0.434602	2	1	4	1030
0.434642	2	1	4	1030
0.434682	2	1	4	1030
0.434722	2	1	4	1030
0.434762	2	1	4	1030
0.434802	2	1	4	1030
0.434842	2	1	4	1030
0.434882	2	1	4	1030
0.434922	2	1	4	1030
0.434962	2	1	4	1030
0.435002	2	1	4	1030
0.435042	2	1	4	1030
0.435082	2	1	4	1030
0.435122	2	1	4	1030
0.435162	2	1	4	1030
0.435202	2	1	4	1030
0.435242	2	1	4	1030
0.435282	2	1	4	1030
0.435322	2	1	4	1030
0.435362	2	1	4	1030
0.435402	2	1	4	1030
0.435442	2	1	4	1030
0.435482	2	1	4	1030
0.435522	2	1	4	1030
0.435562	2	1	4	1030
0.435602	2	1	4	1030
0.435642	2	1	4	1030
0.435682	2	1	4	1030
0.435722	2	1	4	1030
0.435762	2	1	4	1030
0.435802	2	1	4	1030
0.435842	2	1	4	1030
0.435882	2	1	4	1030
0.435922	2	1	4	1030
0.435962	2	1	4	1030
0.436002	2	1	4	1030
0.436042	2	1	4	1030
0.436082	2	1	4	1030
0.436122	2	1	4	1030
0.436162	2	1	4	1030
0.436202	2	1	4	1030
0.436242	2	1	4	1030
0.436282	2	1	4	1030
0.436322	2	1	4	1030
0.436362	2	1	4	1030
0.436402	2	1	4	1030
0.436442	2	1	4	1030
0.436482	2	1	4	1030
0.436522	2	1	4	1030
0.436562	2	1	4	1030
0.436602	2	1	4	1030
0.436642	2	1	4	1030
0.436682	2	1	4	1030
0.436722	2	1	4	1030
0.436762	2	1	4	1030
0.436802	2	1	4	1030
0.436842	2	1	4	1030
0.436882	2	1	4	1030
0.436922	2	1	4	1030
0.436962	2	1	4	1030
0.437002	2	1	4	1030
0.437042	2	1	4	1030
0.437082	2	1	4	1030
0.437122	2	1	4	1030
0.437162	2	1	4	1030
0.437202	2	1	4	1030
0.437242	2	1	4	1030
0.437282	2	1	4	1030
0.437322	2	1	4	1030
0.437362	2	1	4	1030
0.437402	2	1	4	1030
0.437442	2	1	4	1030
0.437482	2	1	4	1030
0.437522	2	1	4	1030
0.437562	2	1	4	1030
0.437602	2	1	4	1030
0.437642	2	1	4	1030
0.437682	2	1	4	1030
0.437722	2	1	4	1030
0.437762	2	1	4	1030
0.437802	2	1	4	1030
0.437842	2	1	4	1030
0.437882	2	1	4	1030
0.437922	2	1	4	1030
0.437962	2	1	4	1030
0.438002	2	1	4	1030
0.438042	2	1	4	1030
0.438082	2	1	4	1030
0.438122	2	1	4	1030
0.438162	2	1	4	1030
0.438202	2	1	4	1030
0.438242	2	1	4	1030
0.438282	2	1	4	1030
0.438322	2	1	4	1030
0.438362	2	1	4	1030
0.438402	2	1	4	1030
0.438442	2	1	4	1030
0.438482	2	1	4	1030
0.438522	2	1	4	1030
0.438562	2	1	4	1030
0.438602	2	1	4	1030
0.438642	2	1	4	1030
0.438682	2	1	4	1030
0.438722	2	1	4	1030
0.438762	2	1	4	1030
0.438802	2	1	4	1030
0.438842	2	1	4	1030
0.438882	2	1	4	1030
0.438922	2	1	4	1030
0.438962	2	1	4	1030
0.439002	2	1	4	1030
0.439042	2	1	4	1030
0.439082	2	1	4	1030
0.439122	2	1	4	1030
0.439162	2	1	4	1030
0.439202	2	1	4	1030
0.439242	2	1	4	1030
0.439282	2	1	4	1030
0.439322	2	1	4	1030
0.439362	2	1	4	1030
0.439402	2	1	4	1030
0.439442	2	1	4	1030
0.439482	2	1	4	1030
0.439522	2	1	4	1030
0.439562	2	1	4	1030
0.439602	2	1	4	1030
0.439642	2	1	4	1030
0.439682	2	1	4	1030
0.439722	2	1	4	1030
0.439762	2	1	4	1030
0.439802	2	1	4	1030
